    0.0000000000E+00     0.3065232930E+01
    0.2506265664E-01     0.3067051830E+01
    0.5012531328E-01     0.3072204825E+01
    0.7518796992E-01     0.3080258269E+01
    0.1002506266E+00     0.3090806961E+01
    0.1253132832E+00     0.3103473188E+01
    0.1503759398E+00     0.3117905796E+01
    0.1754385965E+00     0.3133779272E+01
    0.2005012531E+00     0.3150792843E+01
    0.2255639098E+00     0.3168669590E+01
    0.2506265664E+00     0.3187155579E+01
    0.2756892231E+00     0.3206018997E+01
    0.3007518797E+00     0.3225049314E+01
    0.3258145363E+00     0.3244056446E+01
    0.3508771930E+00     0.3262869934E+01
    0.3759398496E+00     0.3281338134E+01
    0.4010025063E+00     0.3299327420E+01
    0.4260651629E+00     0.3316721391E+01
    0.4511278195E+00     0.3333420098E+01
    0.4761904762E+00     0.3349339272E+01
    0.5012531328E+00     0.3364409567E+01
    0.5263157895E+00     0.3378575811E+01
    0.5513784461E+00     0.3391796268E+01
    0.5764411028E+00     0.3404041907E+01
    0.6015037594E+00     0.3415295686E+01
    0.6265664160E+00     0.3425551839E+01
    0.6516290727E+00     0.3434815176E+01
    0.6766917293E+00     0.3443100399E+01
    0.7017543860E+00     0.3450431415E+01
    0.7268170426E+00     0.3456840674E+01
    0.7518796992E+00     0.3462368508E+01
    0.7769423559E+00     0.3467062482E+01
    0.8020050125E+00     0.3470976764E+01
    0.8270676692E+00     0.3474171495E+01
    0.8521303258E+00     0.3476712182E+01
    0.8771929825E+00     0.3478669095E+01
    0.9022556391E+00     0.3480116682E+01
    0.9273182957E+00     0.3481132995E+01
    0.9523809524E+00     0.3481799130E+01
    0.9774436090E+00     0.3482198678E+01
    0.1002506266E+01     0.3482417198E+01
    0.1027568922E+01     0.3482541696E+01
    0.1052631579E+01     0.3482660124E+01
    0.1077694236E+01     0.3482860894E+01
    0.1102756892E+01     0.3483232406E+01
    0.1127819549E+01     0.3483862596E+01
    0.1152882206E+01     0.3484838495E+01
    0.1177944862E+01     0.3486245813E+01
    0.1203007519E+01     0.3488168530E+01
    0.1228070175E+01     0.3490688519E+01
    0.1253132832E+01     0.3493885168E+01
    0.1278195489E+01     0.3497835043E+01
    0.1303258145E+01     0.3502611547E+01
    0.1328320802E+01     0.3508284618E+01
    0.1353383459E+01     0.3514920429E+01
    0.1378446115E+01     0.3522581122E+01
    0.1403508772E+01     0.3531324551E+01
    0.1428571429E+01     0.3541204049E+01
    0.1453634085E+01     0.3552268217E+01
    0.1478696742E+01     0.3564560728E+01
    0.1503759398E+01     0.3578120152E+01
    0.1528822055E+01     0.3592979807E+01
    0.1553884712E+01     0.3609167623E+01
    0.1578947368E+01     0.3626706028E+01
    0.1604010025E+01     0.3645611853E+01
    0.1629072682E+01     0.3665896264E+01
    0.1654135338E+01     0.3687564700E+01
    0.1679197995E+01     0.3710616845E+01
    0.1704260652E+01     0.3735046609E+01
    0.1729323308E+01     0.3760842133E+01
    0.1754385965E+01     0.3787985811E+01
    0.1779448622E+01     0.3816454331E+01
    0.1804511278E+01     0.3846218733E+01
    0.1829573935E+01     0.3877244488E+01
    0.1854636591E+01     0.3909491591E+01
    0.1879699248E+01     0.3942914670E+01
    0.1904761905E+01     0.3977463116E+01
    0.1929824561E+01     0.4013081222E+01
    0.1954887218E+01     0.4049708347E+01
    0.1979949875E+01     0.4087279084E+01
    0.2005012531E+01     0.4125723449E+01
    0.2030075188E+01     0.4164967080E+01
    0.2055137845E+01     0.4204931454E+01
    0.2080200501E+01     0.4245534109E+01
    0.2105263158E+01     0.4286688881E+01
    0.2130325815E+01     0.4328306154E+01
    0.2155388471E+01     0.4370293116E+01
    0.2180451128E+01     0.4412554024E+01
    0.2205513784E+01     0.4454990483E+01
    0.2230576441E+01     0.4497501726E+01
    0.2255639098E+01     0.4539984903E+01
    0.2280701754E+01     0.4582335378E+01
    0.2305764411E+01     0.4624447031E+01
    0.2330827068E+01     0.4666212558E+01
    0.2355889724E+01     0.4707523784E+01
    0.2380952381E+01     0.4748271971E+01
    0.2406015038E+01     0.4788348133E+01
    0.2431077694E+01     0.4827643347E+01
    0.2456140351E+01     0.4866049069E+01
    0.2481203008E+01     0.4903457444E+01
    0.2506265664E+01     0.4939761620E+01
    0.2531328321E+01     0.4974856052E+01
    0.2556390977E+01     0.5008636814E+01
    0.2581453634E+01     0.5041001892E+01
    0.2606516291E+01     0.5071851489E+01
    0.2631578947E+01     0.5101088306E+01
    0.2656641604E+01     0.5128617832E+01
    0.2681704261E+01     0.5154348620E+01
    0.2706766917E+01     0.5178192554E+01
    0.2731829574E+01     0.5200065109E+01
    0.2756892231E+01     0.5219885602E+01
    0.2781954887E+01     0.5237577435E+01
    0.2807017544E+01     0.5253068319E+01
    0.2832080201E+01     0.5266290499E+01
    0.2857142857E+01     0.5277180957E+01
    0.2882205514E+01     0.5285681606E+01
    0.2907268170E+01     0.5291739477E+01
    0.2932330827E+01     0.5295306878E+01
    0.2957393484E+01     0.5296341559E+01
    0.2982456140E+01     0.5294806842E+01
    0.3007518797E+01     0.5290671756E+01
    0.3032581454E+01     0.5283911142E+01
    0.3057644110E+01     0.5274505748E+01
    0.3082706767E+01     0.5262442315E+01
    0.3107769424E+01     0.5247713636E+01
    0.3132832080E+01     0.5230318608E+01
    0.3157894737E+01     0.5210262265E+01
    0.3182957393E+01     0.5187555791E+01
    0.3208020050E+01     0.5162216527E+01
    0.3233082707E+01     0.5134267952E+01
    0.3258145363E+01     0.5103739651E+01
    0.3283208020E+01     0.5070667273E+01
    0.3308270677E+01     0.5035092462E+01
    0.3333333333E+01     0.4997062781E+01
    0.3358395990E+01     0.4956631621E+01
    0.3383458647E+01     0.4913858086E+01
    0.3408521303E+01     0.4868806873E+01
    0.3433583960E+01     0.4821548132E+01
    0.3458646617E+01     0.4772157312E+01
    0.3483709273E+01     0.4720714998E+01
    0.3508771930E+01     0.4667306723E+01
    0.3533834586E+01     0.4612022782E+01
    0.3558897243E+01     0.4554958023E+01
    0.3583959900E+01     0.4496211627E+01
    0.3609022556E+01     0.4435886884E+01
    0.3634085213E+01     0.4374090946E+01
    0.3659147870E+01     0.4310934582E+01
    0.3684210526E+01     0.4246531917E+01
    0.3709273183E+01     0.4181000158E+01
    0.3734335840E+01     0.4114459324E+01
    0.3759398496E+01     0.4047031957E+01
    0.3784461153E+01     0.3978842828E+01
    0.3809523810E+01     0.3910018645E+01
    0.3834586466E+01     0.3840687746E+01
    0.3859649123E+01     0.3770979791E+01
    0.3884711779E+01     0.3701025453E+01
    0.3909774436E+01     0.3630956099E+01
    0.3934837093E+01     0.3560903480E+01
    0.3959899749E+01     0.3490999405E+01
    0.3984962406E+01     0.3421375429E+01
    0.4010025063E+01     0.3352162529E+01
