#class tools::histo::h1d
#title Energy deposit
#dimension 1
#axis fixed 2000 0 1.5
#annotation axis_x.title 
#bin_number 2002
entries,Sw,Sw2,Sxw0,Sx2w0
45,45,45,28.7711,18.3951
52,52,52,33.2892,21.311
41,41,41,26.2775,16.8416
41,41,41,26.3057,16.8778
43,43,43,27.6199,17.7409
33,33,33,21.2239,13.6501
36,36,36,23.1807,14.9262
38,38,38,24.4976,15.793
34,34,34,21.9428,14.1614
39,39,39,25.2001,16.2833
35,35,35,22.6395,14.6441
37,37,37,23.9632,15.5199
38,38,38,24.638,15.9744
41,41,41,26.6148,17.2768
39,39,39,25.3436,16.4691
39,39,39,25.3733,16.5078
50,50,50,32.5691,21.215
42,42,42,27.3917,17.8644
49,49,49,31.9898,20.8846
44,44,44,28.7592,18.7976
39,39,39,25.5207,16.7002
36,36,36,23.5856,15.4523
45,45,45,29.515,19.3585
40,40,40,26.2635,17.2442
43,43,43,28.2675,18.5826
47,47,47,30.9353,20.3616
46,46,46,30.3052,19.9653
40,40,40,26.3852,17.4045
37,37,37,24.4362,16.1386
60,60,60,39.6662,26.2235
49,49,49,32.4337,21.4683
46,46,46,30.4804,20.1969
44,44,44,29.1889,19.3635
44,44,44,29.2205,19.4054
69,69,69,45.8745,30.4996
46,46,46,30.6182,20.3799
42,42,42,27.9864,18.6485
50,50,50,33.3558,22.2523
41,41,41,27.3838,18.2895
35,35,35,23.3996,15.644
48,48,48,32.13,21.507
50,50,50,33.5031,22.4491
33,33,33,22.1407,14.8549
36,36,36,24.1767,16.2364
47,47,47,31.6013,21.2477
43,43,43,28.9441,19.4828
51,51,51,34.3689,23.1612
38,38,38,25.6345,17.2929
54,54,54,36.4681,24.6282
49,49,49,33.1331,22.4041
44,44,44,29.7825,20.1591
43,43,43,29.1374,19.7439
46,46,46,31.2038,21.1669
44,44,44,29.8832,20.2956
38,38,38,25.8357,17.5653
51,51,51,34.7118,23.6257
49,49,49,33.384,22.7447
42,42,42,28.6489,19.5419
46,46,46,31.4152,21.4547
53,53,53,36.2306,24.7672
32,32,32,21.9023,14.9909
44,44,44,30.1454,20.6534
49,49,49,33.6086,23.0518
43,43,43,29.5257,20.2737
48,48,48,32.9919,22.6764
47,47,47,32.3418,22.2552
49,49,49,33.7547,23.2526
44,44,44,30.3444,20.9268
49,49,49,33.8283,23.3541
60,60,60,41.4668,28.6582
37,37,37,25.5995,17.7118
51,51,51,35.3241,24.4666
58,58,58,40.218,27.8877
49,49,49,34.0115,23.6077
49,49,49,34.0483,23.6589
45,45,45,31.302,21.7737
38,38,38,26.4613,18.4264
49,49,49,34.1572,23.8105
51,51,51,35.5916,24.8385
39,39,39,27.2477,19.0369
47,47,47,32.871,22.9894
47,47,47,32.9058,23.0381
37,37,37,25.934,18.1777
51,51,51,35.7891,25.1149
42,42,42,29.4987,20.7185
49,49,49,34.4528,24.2244
50,50,50,35.1914,24.7687
49,49,49,34.5259,24.3273
48,48,48,33.8577,23.8821
43,43,43,30.3643,21.4417
34,34,34,24.0339,16.989
40,40,40,28.3047,20.029
49,49,49,34.7091,24.5862
51,51,51,36.168,25.6495
38,38,38,26.9741,19.1475
45,45,45,31.9796,22.7265
54,54,54,38.4121,27.3239
53,53,53,37.7427,26.8776
52,52,52,37.0714,26.4286
49,49,49,34.9691,24.9559
43,43,43,30.719,21.9455
74,74,74,52.9154,37.8384
46,46,46,32.9292,23.5725
51,51,51,36.5521,26.1972
54,54,54,38.7371,27.7882
48,48,48,34.4695,24.7531
50,50,50,35.943,25.838
56,56,56,40.2986,28.9997
42,42,42,30.2546,21.7938
39,39,39,28.1233,20.28
42,42,42,30.319,21.8868
48,48,48,34.6883,25.0683
52,52,52,37.6161,27.211
47,47,47,34.0358,24.6476
45,45,45,32.6181,23.6431
47,47,47,34.1029,24.7449
45,45,45,32.6886,23.7454
49,49,49,35.6274,25.9044
49,49,49,35.6648,25.9587
43,43,43,31.3316,22.8296
54,54,54,39.387,28.7284
50,50,50,36.5084,26.6572
37,37,37,27.0423,19.7645
47,47,47,34.3863,25.1579
45,45,45,32.959,24.14
45,45,45,32.9921,24.1884
48,48,48,35.2252,25.8502
39,39,39,28.6474,21.043
44,44,44,32.3575,23.7956
39,39,39,28.708,21.1321
47,47,47,34.6301,25.5158
50,50,50,36.8815,27.205
47,47,47,34.7024,25.6224
44,44,44,32.5228,24.0393
46,46,46,34.0301,25.1749
54,54,54,39.992,29.6179
60,60,60,44.4816,32.9768
56,56,56,41.5608,30.8446
50,50,50,37.1425,27.5913
58,58,58,43.1309,32.0737
44,44,44,32.7526,24.3803
48,48,48,35.7633,26.6461
51,51,51,38.0417,28.3759
39,39,39,29.1149,21.7353
39,39,39,29.1462,21.7821
61,61,61,45.6369,34.1431
53,53,53,39.6903,29.723
50,50,50,37.4798,28.0946
48,48,48,36.018,27.027
43,43,43,32.2982,24.2599
51,51,51,38.3466,28.8326
50,50,50,37.6314,28.3225
47,47,47,35.4082,26.6753
53,53,53,39.9701,30.1436
67,67,67,50.5721,38.1722
46,46,46,34.7592,26.2652
51,51,51,38.574,29.1755
42,42,42,31.7997,24.0767
59,59,59,44.7158,33.8899
50,50,50,37.9297,28.7732
60,60,60,45.5646,34.6022
43,43,43,32.6837,24.8424
47,47,47,35.7609,27.2095
42,42,42,31.988,24.3627
40,40,40,30.4947,23.2482
43,43,43,32.813,25.0394
58,58,58,44.3026,33.84
51,51,51,38.9978,29.8201
46,46,46,35.2086,26.9487
63,63,63,48.2626,36.9727
52,52,52,39.8799,30.5847
53,53,53,40.6832,31.2288
54,54,54,41.4937,31.8839
39,39,39,29.9955,23.0701
62,62,62,47.7304,36.745
44,44,44,33.9078,26.1304
53,53,53,40.8823,31.5351
44,44,44,33.9735,26.2318
42,42,42,32.4601,25.0871
52,52,52,40.2268,31.1191
47,47,47,36.3955,28.1836
54,54,54,41.8544,32.4406
37,37,37,28.7057,22.2707
57,57,57,44.2683,34.3804
46,46,46,35.7577,27.7959
59,59,59,45.9053,35.7169
54,54,54,42.0619,32.763
47,47,47,36.6445,28.5706
49,49,49,38.2398,29.8425
57,57,57,44.5238,34.7783
58,58,58,45.3509,35.4604
54,54,54,42.2608,33.0736
51,51,51,39.9534,31.2994
51,51,51,39.9906,31.3579
48,48,48,37.6715,29.5654
63,63,63,49.496,38.8866
52,52,52,40.8925,32.1577
49,49,49,38.5694,30.3591
49,49,49,38.6059,30.4166
61,61,61,48.1001,37.9281
54,54,54,42.6244,33.6452
57,57,57,45.0379,35.5862
47,47,47,37.1689,29.3942
41,41,41,32.4568,25.6938
39,39,39,30.9022,24.4858
48,48,48,38.0683,30.1916
62,62,62,49.221,39.076
48,48,48,38.1444,30.3125
46,46,46,36.5871,29.1003
48,48,48,38.2129,30.4214
68,68,68,54.1886,43.1824
55,55,55,43.868,34.9891
52,52,52,41.5138,33.1422
49,49,49,39.156,31.2896
53,53,53,42.3945,33.9113
58,58,58,46.4336,37.1737
48,48,48,38.4656,30.8251
47,47,47,37.6995,30.2394
50,50,50,40.1446,32.2317
66,66,66,53.0392,42.6235
69,69,69,55.5025,44.6454
62,62,62,49.9169,40.1887
54,54,54,43.519,35.0723
57,57,57,45.98,37.0905
59,59,59,47.6354,38.4599
57,57,57,46.0654,37.2284
61,61,61,49.3389,39.907
52,52,52,42.0984,34.0822
58,58,58,47.0015,38.0886
39,39,39,31.6325,25.6568
57,57,57,46.2749,37.5678
57,57,57,46.3198,37.6408
57,57,57,46.3602,37.7065
41,41,41,33.3792,27.1749
57,57,57,46.4472,37.8482
38,38,38,30.9955,25.2821
54,54,54,44.0855,35.9913
63,63,63,51.4778,42.0629
39,39,39,31.8995,26.0918
60,60,60,49.115,40.2047
54,54,54,44.2456,36.2532
54,54,54,44.2871,36.3213
92,92,92,75.5226,61.9963
58,58,58,47.652,39.1502
54,54,54,44.4073,36.5187
51,51,51,41.9814,34.5575
46,46,46,37.8967,31.2208
52,52,52,42.8809,35.3609
58,58,58,47.8694,39.5083
58,58,58,47.9145,39.5828
44,44,44,36.3839,30.0862
54,54,54,44.6921,36.9886
66,66,66,54.6729,45.2897
70,70,70,58.0361,48.117
51,51,51,42.3277,35.13
51,51,51,42.3606,35.1847
50,50,50,41.569,34.5597
65,65,65,54.0878,45.0075
47,47,47,39.1413,32.5967
57,57,57,47.5127,39.6045
50,50,50,41.7181,34.8079
52,52,52,43.4258,36.2653
53,53,53,44.3016,37.0308
58,58,58,48.523,40.5945
49,49,49,41.0314,34.3587
58,58,58,48.6112,40.7422
59,59,59,49.4938,41.5193
75,75,75,62.9715,52.8721
61,61,61,51.2616,43.0779
52,52,52,43.7382,36.789
60,60,60,50.5131,42.5263
62,62,62,52.2413,44.0187
64,64,64,53.9744,45.5193
53,53,53,44.7405,37.7681
48,48,48,40.5559,34.2662
55,55,55,46.5074,39.3261
61,61,61,51.6293,43.6981
51,51,51,43.2031,36.5981
64,64,64,54.2635,46.0083
58,58,58,49.2184,41.7664
62,62,62,52.6639,44.7336
68,68,68,57.8094,49.1459
63,63,63,53.6054,45.6118
53,53,53,45.1357,38.4382
52,52,52,44.3195,37.7734
50,50,50,42.6572,36.3928
67,67,67,57.2098,48.8502
63,63,63,53.844,46.0187
60,60,60,51.3228,43.9006
60,60,60,51.3684,43.9785
59,59,59,50.5588,43.3253
45,45,45,38.5899,33.093
47,47,47,40.3443,34.6311
67,67,67,57.5574,49.4456
57,57,57,49.0148,42.1483
69,69,69,59.3806,51.1023
62,62,62,53.4066,46.0042
62,62,62,53.4499,46.079
56,56,56,48.3186,41.6908
48,48,48,41.4513,35.796
54,54,54,46.6757,40.3449
65,65,65,56.2306,48.6443
51,51,51,44.1577,38.2333
57,57,57,49.3965,42.8073
61,61,61,52.9099,45.8927
69,69,69,59.9021,52.0039
61,61,61,52.997,46.044
77,77,77,66.9599,58.229
56,56,56,48.7413,42.4234
74,74,74,64.4614,56.1523
60,60,60,52.315,45.6143
70,70,70,61.085,53.3054
60,60,60,52.4007,45.7639
65,65,65,56.8163,49.663
76,76,76,66.4903,58.1705
60,60,60,52.5367,46.0017
65,65,65,56.9676,49.9279
56,56,56,49.1179,43.0816
65,65,65,57.0626,50.0945
64,64,64,56.2329,49.4085
54,54,54,47.4879,41.7611
53,53,53,46.6469,41.0554
61,61,61,53.7333,47.3323
70,70,70,61.7142,54.4092
67,67,67,59.1192,52.1654
71,71,71,62.7009,55.3718
75,75,75,66.2927,58.5962
75,75,75,66.3455,58.6896
66,66,66,58.4323,51.7323
70,70,70,62.0276,54.9632
53,53,53,47.0056,41.6892
73,73,73,64.7986,57.5186
70,70,70,62.1875,55.2469
66,66,66,58.6821,52.1756
72,72,72,64.0716,57.0163
59,59,59,52.5451,46.7963
68,68,68,60.612,54.0267
64,64,64,57.096,50.9368
62,62,62,55.3584,49.4283
75,75,75,67.0211,59.8911
53,53,53,47.4028,42.3967
73,73,73,65.3429,58.489
60,60,60,53.7542,48.1585
61,61,61,54.6951,49.0419
66,66,66,59.228,53.1508
70,70,70,62.8681,56.4628
52,52,52,46.7424,42.0164
63,63,63,56.6784,50.9912
68,68,68,61.2271,55.1289
67,67,67,60.3746,54.4044
74,74,74,66.7395,60.1913
76,76,76,68.6011,61.9225
81,81,81,73.1737,66.1036
63,63,63,56.9583,51.4961
66,66,66,59.7216,54.0404
93,93,93,84.2219,76.2724
75,75,75,67.9749,61.6078
73,73,73,66.2196,60.069
67,67,67,60.8302,55.2286
72,72,72,65.4184,59.4384
68,68,68,61.8385,56.2352
80,80,80,72.8072,66.2612
74,74,74,67.4054,61.3984
83,83,83,75.6654,68.979
88,88,88,80.291,73.2573
62,62,62,56.6115,51.6914
83,83,83,75.8543,69.3238
55,55,55,50.3063,46.0132
92,92,92,84.2152,77.0891
82,82,82,75.1227,68.8223
72,72,72,66.0164,60.5301
79,79,79,72.4948,66.5252
66,66,66,60.6175,55.6739
72,72,72,66.1796,60.8297
73,73,73,67.1504,61.7696
78,78,78,71.8079,66.1073
95,95,95,87.5294,80.6462
90,90,90,82.9878,76.5219
92,92,92,84.9107,78.3677
70,70,70,64.6539,59.7161
81,81,81,74.8764,69.2157
66,66,66,61.0576,56.4853
82,82,82,75.9231,70.2966
80,80,80,74.1273,68.6857
86,86,86,79.7589,73.9707
69,69,69,64.0427,59.4416
66,66,66,61.3045,56.943
65,65,65,60.4241,56.1703
79,79,79,73.4992,68.3814
63,63,63,58.6569,54.6132
92,92,92,85.7348,79.8963
81,81,81,75.5459,70.4591
79,79,79,73.7358,68.8225
80,80,80,74.7273,69.8022
87,87,87,81.335,76.0388
61,61,61,57.0725,53.3979
103,103,103,96.4482,90.3132
69,69,69,64.6616,60.5959
70,70,70,65.6521,61.5743
77,77,77,72.2715,67.8334
77,77,77,72.3326,67.9482
82,82,82,77.0909,72.4757
67,67,67,63.0391,59.3123
71,71,71,66.8553,62.9525
96,96,96,90.4671,85.2532
84,84,84,79.2232,74.718
107,107,107,100.99,95.3175
87,87,87,82.1789,77.6249
89,89,89,84.1409,79.547
76,76,76,71.904,68.0288
73,73,73,69.1169,65.4403
71,71,71,67.2796,63.7541
81,81,81,76.8163,72.8487
77,77,77,73.0812,69.3619
74,74,74,70.2946,66.7747
89,89,89,84.6049,80.4269
85,85,85,80.8723,76.945
80,80,80,76.1701,72.5235
91,91,91,86.7093,82.6209
84,84,84,80.1041,76.389
103,103,103,98.3005,93.8155
81,81,81,77.3655,73.894
75,75,75,71.692,68.53
90,90,90,86.0908,82.3514
90,90,90,86.1642,82.4918
96,96,96,91.9766,88.1218
84,84,84,80.5413,77.225
88,88,88,84.4474,81.0383
109,109,109,104.688,100.548
93,93,93,89.3876,85.9154
98,98,98,94.2641,90.6707
81,81,81,77.9735,75.0601
71,71,71,68.3998,65.8948
67,67,67,64.5969,62.28
59,59,59,56.9235,54.9201
60,60,60,57.9379,55.9467
63,63,63,60.88,58.8314
62,62,62,59.965,57.9969
62,62,62,60.0091,58.0822
63,63,63,61.0217,59.1055
60,60,60,58.1593,56.3751
82,82,82,79.5508,77.1747
67,67,67,65.0475,63.1518
41,41,41,39.8355,38.7041
62,62,62,60.2863,58.6201
49,49,49,47.6821,46.3996
46,46,46,44.7991,43.6296
52,52,52,50.68,49.3934
54,54,54,52.6701,51.3729
61,61,61,59.5436,58.122
54,54,54,52.751,51.5309
68,68,68,66.4783,64.9907
51,51,51,49.8961,48.8161
53,53,53,51.8936,50.8103
54,54,54,52.914,51.8499
47,47,47,46.0868,45.1914
53,53,53,52.0135,51.0453
71,71,71,69.7332,68.4891
50,50,50,49.144,48.3026
57,57,57,56.0657,55.1466
61,61,61,60.0457,59.1064
62,62,62,61.0779,60.1695
54,54,54,53.2366,52.4841
54,54,54,53.2774,52.5644
58,58,58,57.2701,56.5493
49,49,49,48.4158,47.8386
54,54,54,53.3986,52.8039
55,55,55,54.4306,53.8672
56,56,56,55.4617,54.9285
48,48,48,47.5716,47.1471
45,45,45,44.6343,44.2716
66,66,66,65.5146,65.0328
64,64,64,63.5754,63.1535
59,59,59,58.6547,58.3114
61,61,61,60.6878,60.3772
38,38,38,37.8326,37.6659
50,50,50,49.8158,49.6323
66,66,66,65.8084,65.6173
53,53,53,52.8862,52.7727
54,54,54,53.9258,53.8517
51,51,51,50.9691,50.9382
44,44,44,44.0047,44.0095
60,60,60,60.0512,60.1025
58,58,58,58.092,58.1841
64,64,64,64.1529,64.3063
67,67,67,67.206,67.4127
50,50,50,50.1926,50.3859
58,58,58,58.2686,58.5384
60,60,60,60.3226,60.6469
60,60,60,60.3675,60.7373
57,57,57,57.39,57.7828
62,62,62,62.4734,62.9503
45,45,45,45.3752,45.7535
52,52,52,52.4728,52.95
50,50,50,50.4956,50.996
43,43,43,43.4537,43.9122
52,52,52,52.5902,53.1871
47,47,47,47.5711,48.1491
60,60,60,60.7724,61.5547
50,50,50,50.6816,51.3724
59,59,59,59.8494,60.711
61,61,61,61.9228,62.8596
56,56,56,56.8854,57.7848
47,47,47,47.7801,48.5731
53,53,53,53.9219,54.8599
63,63,63,64.1421,65.305
62,62,62,63.1736,64.3693
49,49,49,49.9592,50.9372
55,55,55,56.1216,57.266
49,49,49,50.0342,51.0903
59,59,59,60.2889,61.606
68,68,68,69.5369,71.1085
61,61,61,62.4292,63.8919
41,41,41,41.9897,43.0033
46,46,46,47.1439,48.3163
65,65,65,66.6653,68.3733
50,50,50,51.3207,52.6764
55,55,55,56.4904,58.0213
60,60,60,61.6704,63.3872
56,56,56,57.6032,59.2522
49,49,49,50.4395,51.9212
47,47,47,48.4149,49.8723
46,46,46,47.4211,48.8861
46,46,46,47.4549,48.9559
43,43,43,44.3924,45.8298
59,59,59,60.9531,62.9708
52,52,52,53.7617,55.583
52,52,52,53.7993,55.6609
51,51,51,52.8045,54.6728
50,50,50,51.8068,53.679
48,48,48,49.7688,51.6028
55,55,55,57.0685,59.2147
45,45,45,46.726,48.5182
52,52,52,54.0343,56.1482
43,43,43,44.7172,46.5029
50,50,50,52.0316,54.1457
47,47,47,48.9435,50.9674
49,49,49,51.0648,53.2165
52,52,52,54.2295,56.5545
58,58,58,60.5325,63.1755
44,44,44,45.9516,47.9898
48,48,48,50.1669,52.4315
54,54,54,56.4752,59.0639
53,53,53,55.4728,58.0609
51,51,51,53.4155,55.9454
54,54,54,56.5983,59.3216
50,50,50,52.4434,55.0061
48,48,48,50.3831,52.8844
58,58,58,60.9214,63.99
44,44,44,46.2487,48.6124
48,48,48,50.4903,53.1099
46,46,46,48.4179,50.9629
54,54,54,56.8836,59.9212
46,46,46,48.49,51.1148
53,53,53,55.9065,58.9724
43,43,43,45.3935,47.9202
48,48,48,50.7037,53.5598
50,50,50,52.8576,55.8785
54,54,54,57.1262,60.4334
39,39,39,41.2863,43.7066
51,51,51,54.0256,57.2307
54,54,54,57.2456,60.6862
44,44,44,46.6785,49.5201
42,42,42,44.591,47.3419
56,56,56,59.4934,63.2047
49,49,49,52.0925,55.3802
45,45,45,47.871,50.9252
33,33,33,35.1319,37.4016
43,43,43,45.8107,48.8051
39,39,39,41.5792,44.329
42,42,42,44.8098,47.8076
54,54,54,57.6506,61.5481
48,48,48,51.2842,54.7931
45,45,45,48.1113,51.4377
43,43,43,46.0023,49.2142
47,47,47,50.3164,53.8669
52,52,52,55.7125,59.6901
55,55,55,58.9699,63.2264
42,42,42,45.0591,48.341
58,58,58,62.2685,66.8512
48,48,48,51.5696,55.4047
42,42,42,45.1545,48.5458
59,59,59,63.4777,68.2953
37,37,37,39.8344,42.8859
55,55,55,59.254,63.837
51,51,51,54.9846,59.2806
54,54,54,58.2581,62.852
53,53,53,57.2203,61.7766
48,48,48,51.8589,56.0281
50,50,50,54.0563,58.4417
46,46,46,49.766,53.8403
43,43,43,46.5531,50.3999
51,51,51,55.2514,59.8573
50,50,50,54.2045,58.7625
48,48,48,52.0749,56.4957
62,62,62,67.307,73.0684
49,49,49,53.2329,57.8315
44,44,44,47.8329,51.9997
45,45,45,48.9539,53.2551
59,59,59,64.2304,69.9244
52,52,52,56.6473,61.7098
53,53,53,57.7758,62.9819
58,58,58,63.2722,69.0237
50,50,50,54.5816,59.583
60,60,60,65.5411,71.5938
62,62,62,67.7735,74.0847
54,54,54,59.0703,64.6168
53,53,53,58.016,63.5068
47,47,47,51.483,56.3937
41,41,41,44.9381,49.2544
46,46,46,50.4556,55.3428
48,48,48,52.6856,57.8287
50,50,50,54.9191,60.3222
46,46,46,50.5595,55.571
52,52,52,57.1929,62.9044
46,46,46,50.6298,55.7256
48,48,48,52.8672,58.228
41,41,41,45.1853,49.7977
62,62,62,68.3762,75.4081
55,55,55,60.6995,66.9896
65,65,65,71.784,79.276
70,70,70,77.3611,85.4962
45,45,45,49.7627,55.0295
39,39,39,43.1565,47.756
60,60,60,66.4444,73.581
53,53,53,58.7302,65.0798
59,59,59,65.4222,72.5436
53,53,53,58.8114,65.26
45,45,45,49.965,55.4779
47,47,47,52.2212,58.0225
67,67,67,74.4935,82.8251
45,45,45,50.067,55.7045
52,52,52,57.8951,64.4585
57,57,57,63.5064,70.7555
41,41,41,45.7119,50.9652
58,58,58,64.7071,72.1898
65,65,65,72.5638,81.0078
49,49,49,54.7378,61.1476
42,42,42,46.9488,52.4806
27,27,27,30.2015,33.7826
28,28,28,31.3433,35.0858
27,27,27,30.2424,33.8743
23,23,23,25.7796,28.8952
39,39,39,43.7411,49.0585
23,23,23,25.8152,28.975
20,20,20,22.4629,25.2292
29,29,29,32.5921,36.6291
26,26,26,29.2403,32.8845
28,28,28,31.5101,35.4603
25,25,25,28.1529,31.7035
25,25,25,28.1711,31.7444
37,37,37,41.7231,47.049
31,31,31,34.9788,39.4682
37,37,37,41.7751,47.1666
30,30,30,33.8959,38.2978
33,33,33,37.311,42.1851
24,24,24,27.1541,30.7228
24,24,24,27.1699,30.7585
29,29,29,32.8538,37.2198
29,29,29,32.8752,37.2683
25,25,25,28.3606,32.173
24,24,24,27.2415,30.9207
24,24,24,27.2615,30.9663
32,32,32,36.3718,41.341
22,22,22,25.0229,28.4611
29,29,29,33.0068,37.5673
30,30,30,34.1665,38.9116
21,21,21,23.9296,27.2678
27,27,27,30.7918,35.1161
18,18,18,20.5395,23.4373
26,26,26,29.6883,33.8999
28,28,28,31.9923,36.5537
30,30,30,34.3,39.2162
17,17,17,19.4514,22.2563
22,22,22,25.1865,28.8345
28,28,28,32.0754,36.744
17,17,17,19.489,22.3424
22,22,22,25.2366,28.9494
34,34,34,39.0284,44.8006
24,24,24,27.5685,31.6676
8,8,8,9.19536,10.5693
27,27,27,31.0536,35.7158
19,19,19,21.8663,25.1651
21,21,21,24.1838,27.8503
27,27,27,31.1138,35.8544
27,27,27,31.1334,35.8996
27,27,27,31.1553,35.9502
23,23,23,26.5554,30.6603
21,21,21,24.2622,28.0313
17,17,17,19.6551,22.725
22,22,22,25.4502,29.4416
28,28,28,32.412,37.5191
31,31,31,35.9112,41.6004
15,15,15,17.3871,20.154
21,21,21,24.3575,28.2517
12,12,12,13.9262,16.1617
21,21,21,24.3878,28.3222
27,27,27,31.3764,36.4621
20,20,20,23.2573,27.045
30,30,30,34.91,40.6237
22,22,22,25.6154,29.825
22,22,22,25.6323,29.8642
23,23,23,26.8154,31.2638
23,23,23,26.8328,31.3043
16,16,16,18.6771,21.8021
20,20,20,23.3624,27.29
13,13,13,15.1956,17.7621
23,23,23,26.9004,31.4622
23,23,23,26.9184,31.5043
18,18,18,21.0798,24.6866
11,11,11,12.8914,15.1079
263,263,263,308.49,361.848
7186,7186,7186,8429.18,9887.44
14,14,14,16.4376,19.2996
11,11,11,12.9233,15.1829
15,15,15,17.6341,20.7309
19,19,19,22.3505,26.2919
22,22,22,25.8961,30.4822
12,12,12,14.1346,16.6489
13,13,13,15.3212,18.0568
13,13,13,15.3312,18.0805
18,18,18,21.244,25.0727
19,19,19,22.4358,26.4928
15,15,15,17.7248,20.9445
14,14,14,16.5542,19.5743
21,21,21,24.8445,29.3929
20,20,20,23.6796,28.0361
19,19,19,22.5081,26.664
23,23,23,27.2629,32.3159
7,7,7,8.30306,9.8487
15,15,15,17.8034,21.1308
18,18,18,21.3776,25.389
14,14,14,16.6361,19.7685
17,17,17,20.215,24.038
16,16,16,19.0377,22.6521
8,8,8,9.52441,11.3393
7,7,7,8.33961,9.93559
15,15,15,17.8819,21.3174
12,12,12,14.3142,17.0747
12,12,12,14.3229,17.0954
12,12,12,14.3319,17.1169
15,15,15,17.9264,21.4238
9,9,9,10.7633,12.8721
17,17,17,20.3426,24.3425
17,17,17,20.3538,24.3693
10,10,10,11.9798,14.3516
11,11,11,13.187,15.8089
10,10,10,11.9957,14.3897
11,11,11,13.2039,15.8495
8,8,8,9.60951,11.5428
14,14,14,16.8263,20.2231
15,15,15,18.0388,21.6933
5,5,5,6.01649,7.23964
11,11,11,13.2444,15.9467
8,8,8,9.63869,11.613
11,11,11,13.2632,15.9921
13,13,13,15.683,18.9197
11,11,11,13.2776,16.0267
5,5,5,6.03957,7.29528
5,5,5,6.04317,7.30397
14,14,14,16.9313,20.4764
7,7,7,8.47118,10.2516
8,8,8,9.68811,11.7324
11,11,11,13.3272,16.1467
6,6,6,7.27533,8.82173
9,9,9,10.9176,13.2438
10,10,10,12.1379,14.7329
7,7,7,8.50121,10.3244
7,7,7,8.50773,10.3402
4,4,4,4.86451,5.91585
7,7,7,8.51875,10.367
6,6,6,7.30626,8.8969
7,7,7,8.52896,10.3919
6,6,6,7.31431,8.91652
6,6,6,7.31894,8.92781
5,5,5,6.10277,7.44876
2,2,2,2.44286,2.98378
3,3,3,3.6666,4.48132
4,4,4,4.89107,5.98065
5,5,5,6.11773,7.48532
4,4,4,4.89773,5.99695
6,6,6,7.35026,9.00438
6,6,6,7.35537,9.01692
6,6,6,7.35975,9.02765
7,7,7,8.59183,10.5457
4,4,4,4.91282,6.03396
5,5,5,6.14397,7.54967
4,4,4,4.91848,6.04785
2,2,2,2.46076,3.02768
7,7,7,8.617,10.6075
5,5,5,6.15976,7.58853
4,4,4,4.93012,6.07652
5,5,5,6.16649,7.60512
6,6,6,7.40457,9.13793
8,8,8,9.87902,12.1994
6,6,6,7.41372,9.16054
10,10,10,12.3632,15.2848
4,4,4,4.94899,6.12313
8,8,8,9.90283,12.2582
2,2,2,2.47713,3.06808
8,8,8,9.91471,12.2877
2,2,2,2.48033,3.07602
4,4,4,4.96397,6.16026
4,4,4,4.96652,6.16659
2,2,2,2.48482,3.08716
3,3,3,3.72967,4.63682
1,1,1,1.24372,1.54685
3,3,3,3.7339,4.64734
5,5,5,6.2273,7.75586
3,3,3,3.73813,4.65788
1,1,1,1.24712,1.5553
3,3,3,3.74299,4.67
3,3,3,3.74489,4.67474
4,4,4,4.99694,6.24236
3,3,3,3.75016,4.68791
3,3,3,3.75239,4.69348
3,3,3,3.7541,4.69775
0,0,0,0,0
4,4,4,5.01127,6.27821
3,3,3,3.76075,4.71442
2,2,2,2.50879,3.14701
5,5,5,6.27501,7.87515
2,2,2,2.51141,3.1536
3,3,3,3.77022,4.73818
3,3,3,3.77189,4.74239
2,2,2,2.51623,3.1657
4,4,4,5.03515,6.33818
1,1,1,1.2597,1.58685
4,4,4,5.04198,6.3554
3,3,3,3.78315,4.77074
3,3,3,3.78623,4.7785
4,4,4,5.05021,6.37616
3,3,3,3.7901,4.78829
4,4,4,5.05695,6.3932
4,4,4,5.05951,6.39967
2,2,2,2.53087,3.20266
4,4,4,5.06494,6.4134
3,3,3,3.80187,4.81808
1,1,1,1.26762,1.60685
2,2,2,2.53733,3.21901
1,1,1,1.26963,1.61197
3,3,3,3.81069,4.84045
2,2,2,2.54159,3.22984
2,2,2,2.54317,3.23385
3,3,3,3.81692,4.85631
2,2,2,2.54608,3.24127
3,3,3,3.82224,4.86984
2,2,2,2.54977,3.25067
2,2,2,2.55064,3.25287
2,2,2,2.552,3.25635
4,4,4,5.10717,6.5208
3,3,3,3.83269,4.89651
1,1,1,1.27814,1.63363
1,1,1,1.27932,1.63667
1,1,1,1.27955,1.63724
4,4,4,5.12241,6.55978
0,0,0,0,0
2,2,2,2.56422,3.28762
1,1,1,1.28281,1.6456
0,0,0,0,0
4,4,4,5.13786,6.59941
3,3,3,3.85587,4.95591
4,4,4,5.14334,6.61348
1,1,1,1.2867,1.6556
2,2,2,2.57488,3.31501
1,1,1,1.28838,1.65991
0,0,0,0,0
4,4,4,5.15818,6.65172
2,2,2,2.58103,3.33086
3,3,3,3.87389,5.00234
0,0,0,0,0
2,2,2,2.58581,3.3432
2,2,2,2.58628,3.34442
2,2,2,2.58842,3.34995
1,1,1,1.29512,1.67734
0,0,0,0,0
3,3,3,3.88969,5.04323
2,2,2,2.59386,3.36407
5,5,5,6.48931,8.42223
1,1,1,1.29893,1.68723
1,1,1,1.2992,1.68792
